Player,POS,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PPG RATIO
Montrezl Harrell,C,PHI,0.7027453141854432,0.3872126343166826,0.7938802856626556,-0.13812379217894086,-0.47896484383685073,-0.3719318761616444,-0.332062795413154,-0.4983828550916185,1.2225359578008208,-0.9226635845788205,-0.9343653921424308,-2.2687115369982607,-0.04674008202167068,0.054254617913851604,-0.11343291934348354,0.38190185002040494,-0.3992052016761489,-0.18306453189435007,-0.6189876934606505,-0.4194908433219243,-0.5484127405939377,0.1607341882581786,5.614035087719298
Derrick Jones Jr.,SF,CHI,0.010980395534147511,0.6710192619819815,0.37674552338786566,0.8228291962219475,-0.21531027174801637,-0.3741875971886864,-0.39396641290903706,-0.43603410126326553,0.3380728970430134,-0.4581696288518332,-0.4486869093186334,0.1690275680381395,-0.1409831662708385,-0.10736836769400081,0.0963895610425014,0.24813428436800422,-0.39157179801647607,-0.21705729748425828,-0.6107737425705047,-0.6080139495914075,-0.11090479254508272,0.6160513582341341,4.984375
Joe Ingles,SG,MIL,2.0862751514880347,-0.058769209157358546,0.5853129045252606,-0.7294794773487183,-0.028901645885868257,-0.3786990392427704,-0.4372989451561552,-0.3825923122675344,-0.24856076570451205,0.5052252422856217,0.358589487807408,0.6810970250132414,-0.6593201296412616,-0.7063241378878068,0.651253453618773,-0.6500193707266863,-0.22363691750367304,-0.35869382077554246,0.34204456068641775,-0.0424446307829579,0.03493119013786896,-0.5601846642037511,6.891304347826087
T.J. Warren,SF,PHX,0.7027453141854432,-0.22094442496610078,0.16817814225047073,-0.581640556056274,-0.4720102248839657,-0.3854662023238964,-0.28873026316603584,-0.31727457016164073,0.23879643103958592,-0.5441870280605345,-0.534008804949841,0.09690510930925195,-0.5415162743298019,-0.5732228556225166,0.38547831179652525,-0.40159389165794207,-0.37630499069713036,-0.39835204729710205,-0.5614900372296293,-0.7022755027261491,-0.36611776224024817,-0.33252607921577326,7.476190476190476
Ty Jerome,SG,GSW,-0.21960791068295105,-0.0993130131095441,-0.10991169926605585,-0.06420433153271868,-0.3119297993434535,-0.39674480745910634,-0.3753953276602721,-0.4004062419327781,0.22977129776654692,-0.3205417901179111,-0.3830546819100122,0.5368521075554663,-0.42371241901834206,-0.5161794489373922,0.9776439786636384,-0.7646772841430297,-0.5595066785292792,-0.6419668673581108,0.2188352973342295,-0.5137523964566659,-0.32965876656951026,-0.5981277617017474,6.866666666666666
Moses Moody,SG,GSW,-1.3725494417684438,0.630475458029796,0.9329252064209188,0.15755405040594786,-0.3100669549810736,-0.41253485464840034,-0.4372989451561552,-0.44494106609588735,0.12146969849008107,-0.07969307233354736,-0.08770965857121651,0.34933371486035847,-0.435492804549488,-0.4020926355671435,-0.09011931041170744,-0.3633745871858276,-0.5137062565712419,-0.48899942220352394,-0.4711365774380246,-0.4383431539488727,-0.5119537449231999,-0.5222415667057547,4.7936507936507935
R.J. Hampton,PG,DET,-0.9113728293342468,-0.018225405205172986,-1.0137036841947673,1.044587578160614,-0.39389495128816887,-0.41253485464840034,-0.474441115653685,-0.41525118332048117,-0.2936864320697063,-0.2173209110674695,-0.21241089064759688,0.2772112561314709,-0.19988509392656842,-0.18342624327416665,0.1523422224787642,-0.5544711095464,-0.5747734858486249,-0.5909777189732486,-0.446494724767587,-0.2875246689332861,-0.18382278388655857,-0.4463553717097622,6.425531914893617
Romeo Langford,SG,SAS,-0.6807845231171482,-0.1804006210139152,-0.666091382299109,0.3793124323446144,-0.2762873772099183,-0.4238134597836103,-0.35682424241150723,-0.3499334412145875,0.040243499032731514,-0.6474079071109762,-0.5733881413950138,-0.3791031183014059,-0.4119320334871961,-0.37357093222458126,-0.09944475398441802,0.1908053276598325,-0.6663743297646992,-0.43801027381866164,-0.4793505283281705,-0.5137523964566659,-0.2931997708987723,-0.29458298171777697,6.906976744186046
Vlatko Cancar,SF,DEN,0.010980395534147511,0.5088440461732393,1.0024476668000504,-0.13812379217894086,-0.22077461521099737,-0.4238134597836103,-0.4372989451561552,-0.44494106609588735,0.12146969849008107,-0.18291395138398897,-0.218974113388459,0.4286684194621349,-0.42371241901834206,-0.5161794489373922,0.9776439786636384,-0.4398131961300566,-0.30760435776007455,-0.35869382077554246,-0.23293200162379404,-0.3817862220680277,-0.36611776224024817,-0.2566398842197807,4.95
Theo Maledon,PG,CHA,-1.1419611355513453,-0.13985681706172967,-0.666091382299109,0.4532318929908366,-0.26461355253900415,-0.4283249018376943,-0.474441115653685,-0.3647783826022906,-0.546390163714794,-0.44096614901009296,-0.35023856820570154,-0.14109900449607687,-0.12920278073969255,-0.20244071216920811,0.6232771229006412,-0.630909718490629,-0.2694373394617102,-0.3870211254337993,0.3584724624667095,0.0329646117248354,0.18076717282082064,-0.33252607921577326,6.704545454545454
