average_age,runs_per_game,wins,losses,win_loss_percentage,ERA,run_average_9,games,games_started,games_finished,complete_game,shutouts,saves,innings_pitched,hits,runs,earned_runs,home_runs,walks,intentional_walks,strikeouts,hit_batter,balks,wild_pitches,batters_faced,WHIP,strikeout_walk,Wins_Percentage
-0.36453224102764714,-0.9889218098616844,0.7569038904576963,-0.4378124885105537,0.6632675663919972,-0.8523880719209509,-0.9545102140296757,1.143178300411332,0.9807495494653251,1.0245832174425322,-0.9033014757088431,3.368253443540196,0.3395959618225069,1.1122946232694575,-0.17574642613677444,-0.2955857124876022,-0.2727094005452157,-0.7519218977432827,1.1188306653864872,0.6169830025642159,1.450891309769252,1.5361701828396883,1.0813746004455893,0.3503523038931004,0.8392126669349677,-0.7711798765548951,0.651930434940262,0.5034965034965035
0.9410646942631108,-0.7675092174316556,0.9971829434258641,-0.27678950587160644,0.6862929727181493,-0.7173413492489638,-0.6770091147877194,1.143178300411332,0.9807495494653251,0.994272610982291,-0.7368085877991422,-0.09224411185446435,0.4459674595918136,1.0325329430629069,0.1014908375690867,-0.11102674132300719,-0.1856802360501121,-0.5881251781085975,0.44739076928207944,0.7066753397315647,1.3975755058994879,-1.2113125416695902,-0.47483823237443196,0.7761870147225192,0.7399140130870696,-0.7359134224095832,1.1617582431995574,0.5244755244755245
0.381523150567072,-0.06175657906093629,0.5967178551455844,0.2062794420452355,0.2142721430320328,0.1064436590501572,-0.02950654988982083,1.143178300411332,0.9807495494653251,0.994272610982291,-0.7368085877991422,1.0612550732770891,-0.1922615270240265,1.0772345440577864,0.7917550451632716,0.44265017217077784,0.5026413376838889,-0.0694355659320947,1.6463905837542363,0.5272906653968672,1.3297190282470608,0.3372686303265486,1.8594810168556,0.6124044336342812,1.1527873632967511,0.7717274923024954,0.16759401709393204,0.48951048951048953
1.1897498247946852,-0.06175657906093629,0.9971829434258641,-0.27678950587160644,0.6862929727181493,0.1199483313173556,0.02335080234674234,1.143178300411332,0.9807495494653251,0.994272610982291,-0.7368085877991422,2.2147542584086426,1.8287969305928005,0.9887078440483181,0.7860971418223357,0.44265017217077784,0.4789061110034061,0.6130507658790932,0.9269906950709422,0.2582136538948208,1.300637680681735,-0.7617244594771628,0.30326818403557865,0.7761870147225192,0.9785791986513159,0.4455127914583602,0.651930434940262,0.5244755244755245
0.5058657158328581,0.25652402255723017,0.35643880217741664,0.3673024246841828,-0.004469217066411419,0.4035464489285282,0.35370925382526186,1.143178300411332,0.9807495494653251,0.9791173077521704,-0.6535621438442918,1.0612550732770891,0.4459674595918136,0.9641657886001488,0.6107021382533214,0.696418757522096,0.7004348933545789,0.4219545929719606,1.6344005856095147,0.3479059910621696,1.3733410495950495,0.5370855557454052,2.248534225060605,1.3658043066401757,1.1162036487212097,0.6747447434028869,0.2185767979198616,0.46853146853146854
-0.6753886541921136,0.38106860579912144,0.5166248374895285,0.3673024246841828,0.07611970507512066,0.17396702038615044,0.44620962023924654,1.143178300411332,0.9807495494653251,1.0094279142124116,-0.8200550317539926,0.19613068442842402,0.12685296628389353,1.02464442524028,0.7238602050720403,0.7963882002362516,0.5422000488180269,-0.17863337902188478,1.406590620859805,1.5139063742377037,0.6317666866792401,0.6869482498095476,0.692321392240584,0.8417000471578143,1.1040090771960294,0.6130284486485922,-0.316742400752398,0.4825174825174825
0.25718058530128585,0.7131874944441656,0.2763457845213607,0.04525645940628819,0.13368322089050072,0.8086866169444888,0.6840677053037814,1.143178300411332,0.9807495494653251,1.0245832174425322,-0.9033014757088431,-0.3806189081373527,-0.40500452256263986,1.1394661846585037,0.7634655284585918,1.0578467427194278,1.111845489149614,1.1044409247831486,2.0900205151089346,1.5139063742377037,1.1794653991595438,0.5870397871001193,2.6375874332656104,0.25208275524015766,1.266022670316284,0.9216099224200696,-0.24026822951350368,0.46153846153846156
0.07066673740260551,0.7131874944441656,-1.08523551563159,1.5749747944762875,-1.4550698156139874,0.633125877470906,0.8029967478360482,1.143178300411332,0.9807495494653251,1.0094279142124116,-0.8200550317539926,-0.09224411185446435,-0.8304905136398666,0.9816958282059843,0.2938595511609087,1.065536699851286,0.8903167067984412,0.20355896679238047,2.641560429766127,1.0654446884009598,1.1794653991595438,1.735987108258545,3.4156938496756215,0.7761870147225192,1.2172443842155622,0.8510770141294459,-0.5206735240561161,0.34265734265734266
-0.9862450673565801,0.837732077686057,-0.3643983567270867,1.011394355239972,-0.7412822195032754,0.930228667349277,0.8558541000726114,1.143178300411332,0.9807495494653251,1.0094279142124116,-0.8200550317539926,-0.09224411185446435,0.7650819528997336,1.0763580420774954,0.7125443983901684,1.1578161854335836,1.1751394269642348,0.7222485789688833,2.0060905280958834,-0.45932504344396946,0.8886519235062852,1.8858498023226873,2.6375874332656104,0.8417000471578143,1.260796425376921,0.8863434682747577,-0.41870796240425706,0.40559440559440557
0.1328380200354997,1.4189401328148836,0.11615974920924887,0.6893483899620775,-0.3037994993063877,1.6054622807092118,1.410856298556524,1.143178300411332,0.9807495494653251,1.0094279142124116,-0.8200550317539926,1.638004665842866,0.7650819528997336,1.093888081683331,1.0293869854825812,1.619213613345071,1.7447848672958217,0.6949491256964357,2.4497204594505817,0.7963676768989135,1.3781879408559372,0.9866736379378326,1.0813746004455893,2.282986760734308,1.3722896507499995,1.5123230293540413,-0.26575961992646846,0.44755244755244755
-0.30236095839475513,0.2703623095841067,1.3976480317061437,0.04525645940628819,0.6747802695550732,0.2549950539893421,0.234780211292995,1.2201229937082487,0.9956065947667853,1.0397385206726528,-0.9033014757088431,-0.09224411185446435,1.4033109395155736,1.2525349401161412,1.0633344055281968,0.7425585003132448,0.7004348933545789,0.5311524060617506,-0.03220915650678336,0.5272906653968672,0.9080394885498357,0.3372686303265486,1.8594810168556,0.6124044336342812,1.083104097438577,-0.06585079364866096,1.0852840719606627,0.5555555555555556
0.3193518679341778,0.28420059661098446,1.3175550140500878,-0.11576652323265911,0.732343785370452,0.22798570945494528,0.19513719711557234,1.2201229937082487,0.9956065947667853,1.0094279142124116,-0.7368085877991422,1.9263794621257542,0.020481468514586862,1.358591679731447,1.1085976322556843,0.757938414576961,0.7241701200350616,0.4492540462444081,0.5313207562951304,0.16852131672747203,1.2424749855510833,0.9866736379378326,0.692321392240584,0.5468914011989859,1.2555701804375579,0.18983099890485058,0.932335729482874,0.5486111111111112
